Year,Player,Tm,G,GS,PPG,RPG,APG,MPG,FG%,3P%,FT%,OFF,DEF,SPG,BPG,TO,PF
2007,Shareef Abdur-Rahim,SAC,80.0,45.0,9.9,5.0,1.4,25.2,0.474,0.15,0.726,122.0,276.0,0.7,0.5,1.4,3.0
2007,Hassan Adams,NJN,61.0,8.0,2.9,1.3,0.2,8.1,0.556,0.0,0.667,35.0,42.0,0.3,0.1,0.4,0.8
2007,Maurice Ager,DAL,32.0,1.0,2.2,0.7,0.2,6.7,0.314,0.333,0.606,1.0,20.0,0.1,0.1,0.5,0.8
2007,LaMarcus Aldridge,POR,63.0,22.0,9.0,5.0,0.4,22.1,0.503,0.0,0.722,144.0,168.0,0.3,1.2,0.7,3.0
2007,Malik Allen,CHI,60.0,1.0,4.0,2.0,0.3,10.6,0.415,0.0,0.824,42.0,77.0,0.3,0.3,0.4,1.4
2007,Ray Allen,SEA,55.0,55.0,26.4,4.5,4.1,40.3,0.438,0.372,0.903,57.0,190.0,1.5,0.2,2.8,2.1
2007,Tony Allen,BOS,33.0,18.0,11.5,3.8,1.7,24.4,0.514,0.242,0.784,35.0,89.0,1.5,0.4,2.3,2.6
2007,Rafer Alston,HOU,82.0,82.0,13.3,3.4,5.4,37.1,0.375,0.363,0.734,29.0,253.0,1.6,0.1,2.1,2.4
2007,Lou Amundson,TOT,11.0,0.0,1.5,2.5,0.1,8.1,0.4,0.0,0.4,13.0,15.0,0.1,0.7,0.5,1.4
2007,Lou Amundson,UTA,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,Lou Amundson,PHI,10.0,0.0,1.6,2.8,0.1,8.7,0.4,0.0,0.4,13.0,15.0,0.1,0.8,0.5,1.5
2007,Alan Anderson,CHA,17.0,0.0,5.8,1.9,1.2,15.1,0.457,0.25,0.826,11.0,21.0,0.4,0.0,1.3,1.9
2007,Derek Anderson,CHA,50.0,32.0,8.0,2.3,2.7,23.8,0.429,0.355,0.877,29.0,84.0,1.0,0.1,1.1,2.3
2007,Carmelo Anthony,DEN,65.0,65.0,28.9,6.0,3.8,38.2,0.476,0.268,0.808,143.0,248.0,1.2,0.4,3.6,3.1
2007,Rafael Araujo,UTA,28.0,0.0,2.6,2.4,0.4,8.9,0.415,0.0,0.621,22.0,44.0,0.2,0.1,0.6,1.4
2007,Gilbert Arenas,WAS,74.0,73.0,28.4,4.6,6.0,39.8,0.418,0.351,0.844,61.0,277.0,1.9,0.2,3.2,3.4
2007,Trevor Ariza,ORL,57.0,7.0,8.9,4.4,1.1,22.4,0.539,0.0,0.62,98.0,151.0,1.0,0.3,1.5,2.4
2007,Darrell Armstrong,IND,81.0,4.0,5.6,1.7,2.4,15.7,0.414,0.336,0.785,34.0,101.0,0.9,0.1,0.9,1.3
2007,Hilton Armstrong,NOK,56.0,5.0,3.1,2.7,0.2,11.3,0.544,0.0,0.597,58.0,91.0,0.2,0.5,0.6,1.4
2007,Carlos Arroyo,ORL,72.0,5.0,7.7,1.9,2.8,18.1,0.425,0.275,0.795,31.0,103.0,0.5,0.0,1.2,1.8
