Year,Player,Tm,G,GS,PPG,RPG,APG,MPG,FG%,3P%,FT%,OFF,DEF,SPG,BPG,TO,PF
2005,Shareef Abdur-Rahim,POR,54.0,49.0,16.8,7.3,2.1,34.6,0.503,0.385,0.866,123.0,269.0,0.9,0.5,2.2,2.8
2005,Cory Alexander,CHA,16.0,1.0,3.1,1.8,2.3,12.6,0.327,0.421,0.75,8.0,21.0,0.6,0.1,1.2,1.8
2005,Malik Allen,TOT,36.0,1.0,5.4,2.8,0.5,14.4,0.475,0.0,0.929,40.0,59.0,0.2,0.6,0.5,1.5
2005,Malik Allen,MIA,14.0,0.0,5.9,3.7,0.8,17.7,0.461,0.0,0.929,24.0,28.0,0.3,0.8,0.8,2.1
2005,Malik Allen,CHA,22.0,1.0,5.0,2.1,0.3,12.3,0.485,0.0,0.929,16.0,31.0,0.2,0.5,0.3,1.1
2005,Ray Allen,SEA,78.0,78.0,23.9,4.4,3.7,39.3,0.428,0.376,0.883,79.0,268.0,1.1,0.1,2.2,2.1
2005,Tony Allen,BOS,77.0,34.0,6.4,2.9,0.8,16.4,0.475,0.387,0.737,85.0,136.0,1.0,0.3,1.0,2.0
2005,Rafer Alston,TOR,80.0,78.0,14.2,3.5,6.4,34.0,0.414,0.357,0.74,42.0,237.0,1.5,0.1,2.1,2.6
2005,Chris Andersen,NOH,67.0,2.0,7.7,6.1,1.1,21.3,0.534,0.0,0.689,137.0,273.0,0.2,1.5,1.0,2.1
2005,Derek Anderson,POR,47.0,32.0,9.2,2.7,3.0,26.4,0.389,0.384,0.805,25.0,103.0,0.8,0.1,1.5,1.9
2005,Kenny Anderson,TOT,43.0,20.0,4.7,2.0,2.4,17.3,0.423,0.462,0.73,24.0,64.0,0.8,0.0,1.1,2.0
2005,Kenny Anderson,ATL,39.0,20.0,5.0,2.1,2.5,18.4,0.426,0.462,0.73,23.0,60.0,0.8,0.0,1.2,2.1
2005,Kenny Anderson,LAC,4.0,0.0,2.0,1.2,1.2,6.5,0.364,0.0,0.0,1.0,4.0,0.0,0.0,0.8,1.5
2005,Shandon Anderson,TOT,66.0,5.0,3.9,2.9,1.1,17.7,0.452,0.172,0.818,41.0,150.0,0.6,0.2,0.8,2.1
2005,Shandon Anderson,NYK,1.0,0.0,0.0,1.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
2005,Shandon Anderson,MIA,65.0,5.0,3.9,2.9,1.1,17.7,0.456,0.179,0.818,40.0,150.0,0.6,0.2,0.8,2.1
2005,Carmelo Anthony,DEN,75.0,75.0,20.8,5.7,2.6,34.8,0.431,0.266,0.796,141.0,285.0,0.9,0.4,3.0,3.1
2005,Rafael Araujo,TOR,59.0,41.0,3.3,3.1,0.3,12.5,0.434,0.333,0.782,59.0,126.0,0.4,0.1,0.9,2.7
2005,Gilbert Arenas,WAS,80.0,80.0,25.5,4.7,5.1,40.9,0.431,0.365,0.814,83.0,295.0,1.7,0.3,3.0,3.1
2005,Trevor Ariza,NYK,80.0,12.0,5.8,3.0,1.1,17.3,0.442,0.231,0.695,89.0,153.0,0.9,0.2,0.9,1.9
2005,Darrell Armstrong,TOT,66.0,16.0,4.0,1.7,2.7,15.0,0.321,0.252,0.853,35.0,80.0,0.7,0.1,1.0,1.4
2005,Darrell Armstrong,NOH,14.0,9.0,10.1,3.4,4.6,29.4,0.333,0.243,0.905,16.0,32.0,1.1,0.1,2.0,2.1
2005,Darrell Armstrong,DAL,52.0,7.0,2.3,1.3,2.2,11.1,0.305,0.268,0.83,19.0,48.0,0.6,0.1,0.8,1.2
2005,Carlos Arroyo,TOT,70.0,16.0,6.6,1.5,4.0,20.7,0.389,0.267,0.799,26.0,78.0,0.6,0.1,1.5,2.0
