Year,Player,Tm,G,GS,PPG,RPG,APG,MPG,FG%,3P%,FT%,OFF,DEF,SPG,BPG,TO,PF
2006,Shareef Abdur-Rahim,SAC,72.0,30.0,12.3,5.0,2.1,27.2,0.525,0.227,0.784,106.0,251.0,0.7,0.6,1.5,3.2
2006,Alex Acker,DET,5.0,0.0,1.8,1.0,0.8,7.0,0.25,0.2,0.0,1.0,4.0,0.2,0.0,0.8,0.8
2006,Malik Allen,CHI,54.0,20.0,4.9,2.6,0.4,13.0,0.49,1.0,0.605,44.0,96.0,0.3,0.3,0.6,1.7
2006,Ray Allen,SEA,78.0,78.0,25.1,4.3,3.7,38.7,0.454,0.412,0.903,71.0,261.0,1.3,0.2,2.4,1.9
2006,Tony Allen,BOS,51.0,9.0,7.2,2.2,1.3,19.2,0.471,0.324,0.746,32.0,79.0,1.0,0.4,1.3,2.5
2006,Rafer Alston,HOU,63.0,63.0,12.1,4.0,6.7,38.6,0.379,0.327,0.692,36.0,219.0,1.6,0.2,2.5,3.1
2006,Chris Andersen,NOK,32.0,2.0,5.0,4.8,0.2,17.8,0.571,0.0,0.476,61.0,94.0,0.2,1.3,0.8,2.6
2006,Alan Anderson,CHA,36.0,7.0,5.8,1.9,0.9,15.7,0.414,0.414,0.805,23.0,47.0,0.3,0.1,0.9,1.3
2006,Derek Anderson,TOT,43.0,11.0,8.1,3.3,2.3,24.3,0.356,0.299,0.838,21.0,122.0,0.5,0.1,1.3,2.3
2006,Derek Anderson,HOU,20.0,8.0,10.8,4.2,2.6,29.1,0.393,0.284,0.836,12.0,71.0,0.8,0.2,1.8,2.4
2006,Derek Anderson,MIA,23.0,3.0,5.8,2.6,2.1,20.2,0.308,0.313,0.842,9.0,51.0,0.3,0.1,0.7,2.1
2006,Shandon Anderson,MIA,48.0,1.0,2.6,1.7,0.6,13.3,0.429,0.263,0.722,18.0,63.0,0.4,0.1,0.5,1.6
2006,Martynas Andriuskevicius,CLE,6.0,0.0,0.0,0.7,0.0,1.5,0.0,0.0,0.0,1.0,3.0,0.3,0.0,0.0,0.2
2006,Carmelo Anthony,DEN,80.0,80.0,26.5,4.9,2.7,36.8,0.481,0.243,0.808,122.0,272.0,1.1,0.5,2.7,2.9
2006,Rafael Araujo,TOR,52.0,34.0,2.3,2.8,0.3,11.6,0.366,0.0,0.536,43.0,101.0,0.5,0.1,0.8,2.0
2006,Gilbert Arenas,WAS,80.0,80.0,29.3,3.5,6.0,42.3,0.447,0.369,0.82,59.0,221.0,2.0,0.3,3.7,3.6
2006,Trevor Ariza,TOT,57.0,10.0,4.6,3.8,1.1,17.5,0.412,0.2,0.606,78.0,140.0,1.0,0.2,1.1,1.8
2006,Trevor Ariza,NYK,36.0,10.0,4.6,3.8,1.3,19.7,0.418,0.333,0.545,49.0,88.0,1.2,0.2,1.3,2.2
2006,Trevor Ariza,ORL,21.0,0.0,4.7,3.9,0.7,13.8,0.4,0.0,0.7,29.0,52.0,0.7,0.1,0.8,1.0
2006,Darrell Armstrong,DAL,62.0,2.0,2.1,1.3,1.4,10.0,0.336,0.229,0.786,18.0,63.0,0.4,0.0,0.9,1.1
2006,Carlos Arroyo,TOT,77.0,0.0,5.8,1.7,3.0,15.5,0.444,0.35,0.774,33.0,97.0,0.5,0.1,1.1,1.5
2006,Carlos Arroyo,DET,50.0,0.0,3.2,1.4,3.1,12.0,0.363,0.333,0.724,24.0,46.0,0.4,0.1,0.9,1.5
2006,Carlos Arroyo,ORL,27.0,0.0,10.8,2.2,2.9,22.0,0.502,0.357,0.81,9.0,51.0,0.7,0.0,1.4,1.6
2006,Chucky Atkins,TOT,71.0,41.0,9.5,1.7,2.8,24.1,0.394,0.354,0.791,23.0,97.0,0.6,0.0,1.2,2.1
2006,Chucky Atkins,WAS,28.0,2.0,6.7,1.6,2.5,19.7,0.379,0.359,0.71,12.0,33.0,0.5,0.0,1.1,2.1
2006,Chucky Atkins,MEM,43.0,39.0,11.4,1.7,3.0,27.0,0.401,0.352,0.811,11.0,64.0,0.7,0.0,1.3,2.2
2006,Stacey Augmon,ORL,36.0,3.0,2.0,1.5,0.6,10.7,0.342,0.0,0.7,18.0,35.0,0.3,0.2,0.3,1.1
2006,Vin Baker,LAC,8.0,1.0,3.4,2.4,0.5,10.6,0.467,0.0,0.722,2.0,17.0,0.5,0.5,1.1,1.6
2006,Marcus Banks,TOT,58.0,29.0,10.0,2.3,3.8,25.8,0.468,0.349,0.803,23.0,112.0,0.9,0.2,2.1,2.8
2006,Marcus Banks,BOS,18.0,1.0,5.5,1.1,1.8,14.9,0.413,0.316,0.9,4.0,15.0,0.4,0.0,1.3,2.1
2006,Marcus Banks,MIN,40.0,28.0,12.0,2.9,4.7,30.7,0.479,0.364,0.778,19.0,97.0,1.2,0.3,2.4,3.1
2006,Leandro Barbosa,PHO,57.0,11.0,13.1,2.6,2.8,27.9,0.481,0.444,0.755,31.0,119.0,0.8,0.1,1.6,2.5
2006,Matt Barnes,TOT,56.0,5.0,3.1,2.2,0.5,11.3,0.5,0.2,0.681,48.0,73.0,0.4,0.1,0.5,1.8
2006,Matt Barnes,NYK,6.0,5.0,4.3,4.0,1.0,15.5,0.367,0.25,0.75,7.0,17.0,0.7,0.0,1.0,1.3
2006,Matt Barnes,PHI,50.0,0.0,3.0,1.9,0.4,10.8,0.536,0.182,0.674,41.0,56.0,0.3,0.1,0.5,1.8
2006,Andre Barrett,TOT,19.0,0.0,4.6,1.3,2.7,14.8,0.365,0.143,0.75,9.0,16.0,0.5,0.0,0.8,0.7
2006,Andre Barrett,PHO,2.0,0.0,4.5,1.5,1.0,10.5,0.429,0.0,1.0,1.0,2.0,0.0,0.0,0.5,0.5
2006,Andre Barrett,TOR,17.0,0.0,4.6,1.3,2.9,15.4,0.361,0.154,0.667,8.0,14.0,0.6,0.0,0.8,0.7
2006,Earl Barron,MIA,8.0,0.0,1.6,1.2,0.0,5.6,0.313,0.0,0.75,2.0,8.0,0.0,0.0,0.6,1.2
2006,Brent Barry,SAS,74.0,5.0,5.8,2.1,1.7,17.0,0.452,0.396,0.661,29.0,130.0,0.5,0.4,0.7,1.3
2006,Jon Barry,HOU,20.0,0.0,4.3,1.6,1.3,17.1,0.385,0.375,0.828,1.0,30.0,0.6,0.0,1.1,1.2
2006,Eddie Basden,CHI,19.0,0.0,2.1,1.5,0.4,7.4,0.405,0.143,0.8,7.0,21.0,0.5,0.1,0.5,0.9
2006,Brandon Bass,NOK,29.0,1.0,2.3,2.3,0.1,9.2,0.4,0.0,0.632,18.0,50.0,0.1,0.2,0.4,0.6
2006,Esteban Batista,ATL,57.0,3.0,1.8,2.5,0.1,8.7,0.425,0.0,0.623,61.0,83.0,0.3,0.2,0.7,1.9
2006,Tony Battie,ORL,82.0,82.0,7.9,5.6,0.6,27.0,0.507,0.0,0.664,145.0,312.0,0.6,0.8,1.1,3.0
2006,Shane Battier,MEM,81.0,81.0,10.1,5.3,1.7,35.0,0.488,0.394,0.707,164.0,265.0,1.1,1.4,1.1,2.8
2006,Lonny Baxter,TOT,41.0,0.0,2.9,2.9,0.1,9.8,0.433,0.0,0.8,45.0,72.0,0.3,0.2,0.5,1.4
2006,Lonny Baxter,HOU,23.0,0.0,3.6,3.7,0.1,12.2,0.458,0.0,0.842,38.0,46.0,0.4,0.3,0.6,2.1
2006,Lonny Baxter,CHA,18.0,0.0,2.0,1.8,0.1,6.6,0.375,0.0,0.75,7.0,26.0,0.1,0.1,0.4,0.4
2006,Charlie Bell,MIL,59.0,6.0,8.4,2.0,2.2,21.7,0.439,0.423,0.708,21.0,99.0,1.0,0.1,0.7,2.1
2006,Raja Bell,PHO,79.0,79.0,14.7,3.2,2.6,37.5,0.457,0.442,0.788,44.0,209.0,1.0,0.3,1.1,3.1
2006,Jonathan Bender,IND,2.0,0.0,5.0,2.0,1.0,10.5,0.8,0.0,1.0,0.0,4.0,0.0,0.5,0.0,1.0
2006,Mike Bibby,SAC,82.0,82.0,21.1,2.9,5.4,38.6,0.432,0.386,0.849,29.0,211.0,1.0,0.1,2.4,2.1
2006,Andris Biedrins,GSW,68.0,2.0,3.8,4.2,0.4,14.7,0.638,0.0,0.306,124.0,159.0,0.3,0.7,0.5,2.8
2006,Chauncey Billups,DET,81.0,81.0,18.5,3.1,8.6,36.1,0.418,0.433,0.894,41.0,211.0,0.9,0.1,2.1,2.0
2006,Steve Blake,POR,68.0,57.0,8.2,2.1,4.5,26.2,0.438,0.413,0.791,26.0,120.0,0.6,0.1,1.2,1.6
2006,Andray Blatche,WAS,29.0,0.0,2.2,1.3,0.3,6.0,0.388,0.231,0.833,12.0,26.0,0.2,0.2,0.4,1.2
2006,Mark Blount,TOT,81.0,55.0,11.3,4.5,1.2,27.7,0.508,0.0,0.757,96.0,269.0,0.5,0.9,2.4,3.1
2006,Mark Blount,BOS,39.0,25.0,12.4,4.2,1.7,27.8,0.511,0.0,0.764,36.0,126.0,0.4,0.9,3.1,2.7
2006,Mark Blount,MIN,42.0,30.0,10.2,4.8,0.8,27.5,0.506,0.0,0.747,60.0,143.0,0.6,1.0,1.8,3.5
2006,Keith Bogans,TOT,72.0,31.0,8.6,3.5,1.8,26.6,0.395,0.325,0.683,55.0,200.0,1.0,0.1,1.2,2.3
2006,Keith Bogans,CHA,39.0,9.0,8.7,2.7,1.2,21.7,0.396,0.337,0.762,29.0,77.0,1.0,0.1,1.1,2.0
2006,Keith Bogans,HOU,33.0,22.0,8.5,4.5,2.5,32.2,0.395,0.314,0.58,26.0,123.0,1.0,0.2,1.5,2.7
2006,Andrew Bogut,MIL,82.0,77.0,9.4,7.0,2.3,28.6,0.533,0.0,0.629,189.0,384.0,0.6,0.8,1.5,3.2
2006,Matt Bonner,TOR,78.0,6.0,7.5,3.6,0.7,21.9,0.448,0.42,0.829,86.0,198.0,0.6,0.4,0.4,2.8
2006,Calvin Booth,WAS,33.0,2.0,1.4,1.6,0.4,7.6,0.426,0.5,0.556,19.0,33.0,0.3,0.3,0.2,1.3
2006,Carlos Boozer,UTA,33.0,19.0,16.3,8.6,2.7,31.1,0.549,0.0,0.723,73.0,212.0,0.9,0.2,2.1,3.2
