Year,Player,Tm,G,GS,PPG,RPG,APG,MPG,FG%,3P%,FT%,OFF,DEF,SPG,BPG,TO,PF
2003,Tariq Abdul-Wahad,DAL,14.0,0.0,4.1,2.9,1.5,14.6,0.466,0.0,0.5,14.0,26.0,0.4,0.2,0.5,1.9
2003,Shareef Abdur-Rahim,ATL,81.0,81.0,19.9,8.4,3.0,38.1,0.478,0.35,0.841,175.0,502.0,1.1,0.5,2.6,3.0
2003,Courtney Alexander,NOH,66.0,7.0,7.9,1.8,1.2,20.6,0.382,0.333,0.808,39.0,79.0,0.5,0.1,1.0,1.9
2003,Malik Allen,MIA,80.0,73.0,9.6,5.3,0.7,29.0,0.424,0.0,0.802,134.0,291.0,0.5,1.0,1.6,2.9
2003,Ray Allen,TOT,76.0,75.0,22.5,5.0,4.4,37.9,0.439,0.377,0.916,94.0,287.0,1.4,0.2,2.6,2.9
2003,Ray Allen,MIL,47.0,46.0,21.3,4.6,3.5,35.8,0.437,0.395,0.913,45.0,173.0,1.2,0.2,2.5,3.2
2003,Ray Allen,SEA,29.0,29.0,24.5,5.6,5.9,41.3,0.441,0.351,0.92,49.0,114.0,1.6,0.1,2.8,2.4
2003,Rafer Alston,TOR,47.0,4.0,7.8,2.3,4.1,20.9,0.415,0.392,0.685,21.0,86.0,0.8,0.3,1.8,2.6
2003,John Amaechi,UTA,50.0,1.0,2.0,1.5,0.4,9.5,0.314,0.0,0.481,26.0,51.0,0.3,0.1,0.7,1.0
2003,Chris Andersen,DEN,59.0,3.0,5.2,4.6,0.5,15.4,0.4,0.0,0.55,109.0,165.0,0.5,1.0,1.0,1.5
2003,Derek Anderson,POR,76.0,76.0,13.9,3.5,4.3,33.6,0.427,0.35,0.859,53.0,211.0,1.2,0.2,1.7,1.9
2003,Kenny Anderson,TOT,61.0,2.0,6.1,2.2,3.2,18.6,0.427,0.143,0.789,31.0,101.0,1.0,0.1,1.2,1.7
2003,Kenny Anderson,SEA,38.0,1.0,6.1,2.3,3.2,18.1,0.44,0.0,0.829,17.0,70.0,1.1,0.0,0.9,1.7
2003,Kenny Anderson,NOH,23.0,1.0,6.0,2.0,3.3,19.4,0.407,0.5,0.727,14.0,31.0,0.8,0.2,1.8,1.9
