Year,Player,Tm,G,GS,PPG,RPG,APG,MPG,FG%,3P%,FT%,OFF,DEF,SPG,BPG,TO,PF
2009,Alex Acker,TOT,25.0,0.0,2.9,1.0,0.5,8.0,0.395,0.35,0.5,8.0,16.0,0.2,0.2,0.3,0.4
2009,Alex Acker,DET,7.0,0.0,1.3,0.3,0.1,2.9,0.364,0.0,0.5,0.0,2.0,0.3,0.1,0.0,0.0
2009,Alex Acker,LAC,18.0,0.0,3.5,1.2,0.6,9.9,0.4,0.438,0.5,8.0,14.0,0.2,0.2,0.4,0.5
2009,Hassan Adams,TOR,12.0,0.0,0.9,0.6,0.1,4.3,0.308,0.0,0.5,1.0,6.0,0.1,0.1,0.3,0.3
2009,Arron Afflalo,DET,74.0,8.0,4.9,1.8,0.6,16.7,0.437,0.402,0.817,30.0,104.0,0.4,0.2,0.6,1.9
2009,Maurice Ager,NJN,20.0,0.0,1.7,0.5,0.2,4.8,0.349,0.0,0.5,3.0,7.0,0.0,0.1,0.2,0.8
2009,Blake Ahearn,SAS,3.0,0.0,2.7,0.3,0.7,6.3,0.333,0.5,1.0,0.0,1.0,0.3,0.0,0.3,1.0
2009,Alexis Ajinca,CHA,31.0,4.0,2.3,1.0,0.1,5.9,0.362,0.0,0.714,9.0,21.0,0.2,0.2,0.4,1.1
2009,LaMarcus Aldridge,POR,81.0,81.0,18.1,7.5,1.9,37.1,0.484,0.25,0.781,234.0,371.0,1.0,1.0,1.5,2.6
2009,Joe Alexander,MIL,59.0,0.0,4.7,1.9,0.7,12.1,0.416,0.348,0.699,44.0,71.0,0.3,0.5,0.9,1.8
2009,Malik Allen,MIL,49.0,3.0,3.2,2.1,0.7,11.8,0.429,0.0,0.476,35.0,68.0,0.1,0.2,0.4,1.8
2009,Ray Allen,BOS,79.0,79.0,18.2,3.5,2.8,36.4,0.48,0.409,0.952,66.0,212.0,0.9,0.2,1.7,2.0
2009,Tony Allen,BOS,46.0,2.0,7.8,2.3,1.4,19.3,0.482,0.222,0.725,22.0,82.0,1.2,0.5,1.7,2.1
2009,Morris Almond,UTA,25.0,1.0,3.7,1.4,0.3,10.2,0.407,0.294,0.808,9.0,27.0,0.2,0.2,0.6,1.2
2009,Rafer Alston,TOT,77.0,76.0,11.7,2.9,5.3,31.8,0.385,0.338,0.75,33.0,194.0,1.4,0.1,1.8,1.8
2009,Rafer Alston,HOU,48.0,48.0,11.5,3.0,5.4,33.1,0.37,0.348,0.789,25.0,119.0,1.2,0.1,1.8,1.5
2009,Rafer Alston,ORL,29.0,28.0,12.0,2.9,5.1,29.5,0.413,0.317,0.707,8.0,75.0,1.8,0.1,1.8,2.2
2009,Lou Amundson,PHO,76.0,0.0,4.2,3.6,0.4,13.7,0.536,0.0,0.442,128.0,142.0,0.4,0.9,0.7,2.0
2009,Chris Andersen,DEN,71.0,1.0,6.4,6.2,0.4,20.6,0.548,0.2,0.718,163.0,279.0,0.6,2.5,1.0,2.5
2009,Ryan Anderson,NJN,66.0,30.0,7.4,4.7,0.8,19.9,0.393,0.365,0.845,104.0,207.0,0.7,0.3,1.0,2.4
2009,Carmelo Anthony,DEN,66.0,66.0,22.8,6.8,3.4,34.5,0.443,0.371,0.793,106.0,344.0,1.1,0.4,3.0,3.0
2009,Joel Anthony,MIA,65.0,28.0,2.2,3.0,0.4,16.1,0.483,0.0,0.652,89.0,108.0,0.3,1.4,0.6,2.1
2009,Gilbert Arenas,WAS,2.0,2.0,13.0,4.5,10.0,31.5,0.261,0.286,0.75,1.0,8.0,0.0,0.5,0.5,2.0
2009,Trevor Ariza,LAL,82.0,20.0,8.9,4.3,1.8,24.4,0.46,0.319,0.71,111.0,241.0,1.7,0.3,1.1,2.0
2009,Hilton Armstrong,NOH,70.0,29.0,4.8,2.8,0.4,15.6,0.561,0.0,0.633,81.0,114.0,0.4,0.6,1.1,2.6
2009,Darrell Arthur,MEM,76.0,64.0,5.6,4.6,0.6,19.3,0.438,0.0,0.667,108.0,238.0,0.7,0.7,0.6,2.7
2009,Chucky Atkins,TOT,33.0,0.0,3.0,0.7,1.8,12.5,0.301,0.263,0.938,5.0,19.0,0.3,0.1,0.7,0.8
2009,Chucky Atkins,DEN,14.0,0.0,1.9,0.4,2.0,8.2,0.333,0.294,1.0,0.0,6.0,0.1,0.1,0.7,0.4
2009,Chucky Atkins,OKC,19.0,0.0,3.7,0.9,1.6,15.6,0.291,0.25,0.917,5.0,13.0,0.4,0.1,0.7,1.2
2009,D.J. Augustin,CHA,72.0,12.0,11.8,1.8,3.5,26.5,0.43,0.439,0.893,17.0,116.0,0.6,0.0,1.7,1.9
2009,Kelenna Azubuike,GSW,74.0,51.0,14.4,5.0,1.6,32.1,0.464,0.448,0.808,112.0,258.0,0.8,0.7,1.3,2.5
2009,Renaldo Balkman,DEN,53.0,10.0,5.0,3.8,0.6,14.7,0.558,0.286,0.646,86.0,117.0,0.9,0.4,0.7,1.8
2009,Marcus Banks,TOT,22.0,0.0,2.5,0.8,1.3,9.4,0.368,0.158,0.611,1.0,17.0,0.5,0.1,0.6,1.2
2009,Marcus Banks,MIA,16.0,0.0,2.6,0.9,1.4,10.4,0.385,0.143,0.667,0.0,15.0,0.6,0.1,0.7,1.3
2009,Marcus Banks,TOR,6.0,0.0,2.3,0.5,1.0,6.7,0.333,0.2,0.333,1.0,2.0,0.2,0.0,0.5,0.8
2009,Leandro Barbosa,PHO,70.0,11.0,14.2,2.6,2.3,24.4,0.482,0.375,0.881,34.0,147.0,1.2,0.1,1.3,1.6
2009,J.J. Barea,DAL,79.0,15.0,7.8,2.2,3.4,20.3,0.442,0.357,0.753,36.0,141.0,0.5,0.1,1.3,1.5
2009,Andrea Bargnani,TOR,78.0,59.0,15.4,5.3,1.2,31.4,0.45,0.409,0.831,70.0,346.0,0.4,1.2,1.7,3.1
2009,Matt Barnes,PHO,77.0,40.0,10.2,5.5,2.8,27.0,0.423,0.343,0.743,79.0,342.0,0.7,0.3,1.7,2.7
2009,Brent Barry,HOU,56.0,1.0,3.7,1.7,1.4,15.3,0.407,0.374,0.95,17.0,77.0,0.4,0.1,0.9,0.8
2009,Brandon Bass,DAL,81.0,0.0,8.5,4.5,0.5,19.4,0.496,0.0,0.867,129.0,238.0,0.3,0.7,1.1,1.7
2009,Maceo Baston,IND,27.0,0.0,2.5,1.9,0.3,8.0,0.543,0.0,0.63,22.0,30.0,0.2,0.4,0.4,1.4
2009,Tony Battie,ORL,77.0,3.0,4.8,3.6,0.4,15.6,0.489,0.222,0.659,92.0,186.0,0.3,0.3,0.6,1.5
2009,Shane Battier,HOU,60.0,59.0,7.3,4.8,2.3,33.8,0.41,0.384,0.821,52.0,233.0,0.8,0.9,0.8,1.9
2009,Nicolas Batum,POR,79.0,76.0,5.4,2.8,0.9,18.4,0.446,0.369,0.808,84.0,136.0,0.6,0.5,0.6,1.8
2009,Jerryd Bayless,POR,53.0,0.0,4.3,1.1,1.5,12.4,0.365,0.259,0.806,8.0,49.0,0.3,0.0,1.1,1.5
2009,Michael Beasley,MIA,81.0,19.0,13.9,5.4,1.0,24.8,0.472,0.407,0.772,110.0,329.0,0.5,0.5,1.5,2.3
2009,Marco Belinelli,GSW,42.0,23.0,8.9,1.7,2.1,21.0,0.442,0.397,0.769,10.0,61.0,0.9,0.0,1.4,1.7
2009,Charlie Bell,MIL,70.0,23.0,8.4,1.9,2.2,25.5,0.414,0.363,0.825,32.0,102.0,0.7,0.1,1.1,2.0
2009,Raja Bell,TOT,67.0,66.0,11.9,3.6,2.1,34.6,0.437,0.421,0.853,41.0,202.0,0.7,0.1,1.3,2.5
2009,Raja Bell,PHO,22.0,22.0,9.6,2.9,1.3,32.4,0.429,0.468,0.762,8.0,56.0,0.6,0.1,0.8,2.6
2009,Raja Bell,CHA,45.0,44.0,13.0,4.0,2.5,35.6,0.44,0.395,0.877,33.0,146.0,0.8,0.1,1.5,2.4
2009,Mike Bibby,ATL,79.0,79.0,14.9,3.5,5.0,34.7,0.435,0.39,0.789,38.0,240.0,1.2,0.1,1.6,1.8
2009,Andris Biedrins,GSW,62.0,58.0,11.9,11.2,2.0,30.0,0.578,0.0,0.551,223.0,470.0,1.0,1.5,1.8,3.8
2009,Chauncey Billups,TOT,79.0,79.0,17.7,3.0,6.4,35.3,0.418,0.408,0.913,32.0,207.0,1.2,0.2,2.2,2.0
2009,Chauncey Billups,DET,2.0,2.0,12.5,5.0,7.5,35.0,0.333,0.286,0.9,1.0,9.0,1.5,0.5,2.0,1.5
2009,Chauncey Billups,DEN,77.0,77.0,17.9,3.0,6.4,35.3,0.42,0.41,0.913,31.0,198.0,1.2,0.2,2.2,2.1
2009,Steve Blake,POR,69.0,69.0,11.0,2.5,5.0,31.7,0.428,0.427,0.84,28.0,145.0,1.0,0.1,1.6,1.8
